Region,Date,NewCases,Humidity_x,PopulationDensity,OutbreakRisk,Temperature,Humidity_y,Rainfall
Visakhapatnam,2023-03-10,143,83,8000,1,31,83,4.9
Vijayawada,2023-03-10,233,70,7600,0,28,70,2.8
Guwahati,2023-03-10,271,71,6000,1,29,71,14.2
Patna,2023-03-10,145,47,8200,0,41,47,3.0
Ranchi,2023-03-10,100,45,5500,1,30,45,5.4
Bhubaneswar,2023-03-10,221,90,7000,0,28,90,1.6
Raipur,2023-03-10,51,61,6200,0,21,61,7.4
Chandigarh,2023-03-10,274,71,9800,1,32,71,5.3
Dehradun,2023-03-10,209,67,7200,0,25,67,5.3
Shimla,2023-03-10,47,39,5000,0,9,39,10.4
Srinagar,2023-03-10,195,52,6500,0,9,52,9.9
Jammu,2023-03-10,131,61,7800,0,25,61,2.3
Goa,2023-03-10,329,71,2500,1,33,71,14.2
Mangalore,2023-03-10,233,81,6800,1,27,81,9.0
Mysore,2023-03-10,116,75,7500,1,31,75,6.1
Pondicherry,2023-03-10,71,77,8000,1,28,77,8.6
Madurai,2023-03-10,194,62,7200,0,27,62,0.8
Mumbai,2023-03-11,476,76,20000,1,31,76,15.6
Delhi,2023-03-11,160,87,15000,1,29,87,3.8
Chennai,2023-03-11,432,85,18000,1,39,85,8.1
Kolkata,2023-03-11,212,57,17000,1,37,57,23.7
Bengaluru,2023-03-11,321,79,19000,1,36,79,11.4
Hyderabad,2023-03-11,148,29,12000,1,33,29,4.4
Ahmedabad,2023-03-11,265,54,10000,0,35,54,1.2
Pune,2023-03-11,152,53,11000,0,29,53,1.7
Jaipur,2023-03-11,181,49,8000,0,26,49,2.6
Lucknow,2023-03-11,110,48,9000,0,35,48,3.6
Nagpur,2023-03-11,199,43,7500,1,45,43,5.6
Indore,2023-03-11,217,30,7000,0,26,30,6.5
Bhopal,2023-03-11,79,33,6500,0,17,33,3.8
Surat,2023-03-11,265,71,9500,0,25,71,3.1
Vadodara,2023-03-11,181,53,7800,0,40,53,1.5
Coimbatore,2023-03-11,180,68,8500,0,34,68,17.0
Kochi,2023-03-11,250,85,9200,0,25,85,15.3
Thiruvananthapuram,2023-03-11,77,71,8800,1,29,71,14.8
Visakhapatnam,2023-03-11,118,68,8000,1,30,68,10.4
Vijayawada,2023-03-11,147,83,7600,1,29,83,8.9
Guwahati,2023-03-11,260,82,6000,1,20,82,14.7
Patna,2023-03-11,158,40,8200,0,20,40,5.1
Ranchi,2023-03-11,170,57,5500,0,40,57,4.8
Bhubaneswar,2023-03-11,249,55,7000,0,25,55,5.4
Raipur,2023-03-11,159,34,6200,0,30,34,1.7
Chandigarh,2023-03-11,153,60,9800,0,27,60,4.0
Dehradun,2023-03-11,197,46,7200,0,26,46,0.3
Shimla,2023-03-11,159,79,5000,0,24,79,4.5
Srinagar,2023-03-11,59,67,6500,0,0,67,13.2
Jammu,2023-03-11,225,70,7800,1,18,70,6.7
Goa,2023-03-11,233,63,2500,1,33,63,6.8
Mangalore,2023-03-11,233,73,6800,1,34,73,11.2
Mysore,2023-03-11,196,77,7500,1,34,77,13.7
Pondicherry,2023-03-11,239,82,8000,1,27,82,11.1
Madurai,2023-03-11,43,68,7200,0,27,68,8.7
Mumbai,2023-03-12,278,77,20000,1,38,77,7.0
Delhi,2023-03-12,152,76,15000,1,41,76,4.3
Chennai,2023-03-12,166,63,18000,1,39,63,4.1
Kolkata,2023-03-12,214,78,17000,1,24,78,20.1
Bengaluru,2023-03-12,150,49,19000,1,34,49,11.4
Hyderabad,2023-03-12,227,90,12000,1,42,90,3.9
Ahmedabad,2023-03-12,135,50,10000,0,28,50,4.1
Pune,2023-03-12,263,35,11000,1,29,35,8.5
Jaipur,2023-03-12,298,60,8000,0,40,60,2.3
Lucknow,2023-03-12,139,46,9000,1,40,46,5.7
Nagpur,2023-03-12,165,65,7500,0,27,65,3.9
Indore,2023-03-12,95,71,7000,0,18,71,4.5
Bhopal,2023-03-12,106,53,6500,0,27,53,2.4
Surat,2023-03-12,255,72,9500,1,38,72,5.5
Vadodara,2023-03-12,228,52,7800,0,21,52,3.9
Coimbatore,2023-03-12,31,46,8500,0,29,46,12.9
Kochi,2023-03-12,242,83,9200,0,27,83,16.4
Thiruvananthapuram,2023-03-12,79,71,8800,0,28,71,3.2
Visakhapatnam,2023-03-12,253,78,8000,1,33,78,7.1
Vijayawada,2023-03-12,314,76,7600,1,35,76,4.4
Guwahati,2023-03-12,91,70,6000,1,30,70,6.9
Patna,2023-03-12,145,39,8200,0,27,39,3.3
Ranchi,2023-03-12,134,65,5500,0,20,65,0.3
Bhubaneswar,2023-03-12,184,69,7000,0,24,69,7.5
Raipur,2023-03-12,193,36,6200,0,30,36,1.5
Chandigarh,2023-03-12,63,69,9800,0,27,69,2.4
Dehradun,2023-03-12,200,38,7200,0,28,38,2.5
Shimla,2023-03-12,66,60,5000,0,21,60,5.2
Srinagar,2023-03-12,152,68,6500,0,8,68,4.9
Jammu,2023-03-12,246,54,7800,0,15,54,6.5
Goa,2023-03-12,272,74,2500,0,28,74,3.0
Mangalore,2023-03-12,104,85,6800,0,22,85,15.1
Mysore,2023-03-12,180,45,7500,0,23,45,14.1
Pondicherry,2023-03-12,95,77,8000,1,33,77,4.2
Madurai,2023-03-12,161,86,7200,1,41,86,12.1
Mumbai,2023-03-13,278,76,20000,1,30,76,2.0
Delhi,2023-03-13,84,69,15000,1,33,69,3.6
Chennai,2023-03-13,59,69,18000,1,32,69,4.7
Kolkata,2023-03-13,340,86,17000,1,39,86,23.1
Bengaluru,2023-03-13,92,87,19000,1,23,87,12.3
Hyderabad,2023-03-13,56,85,12000,1,45,85,2.0
Ahmedabad,2023-03-13,253,52,10000,0,26,52,5.9
Pune,2023-03-13,206,53,11000,0,29,53,3.7
Jaipur,2023-03-13,164,34,8000,0,22,34,5.8
Lucknow,2023-03-13,335,81,9000,1,43,81,4.2
Nagpur,2023-03-13,307,71,7500,1,42,71,1.6
Indore,2023-03-13,80,51,7000,0,16,51,4.0
Bhopal,2023-03-13,228,84,6500,1,33,84,3.4
Surat,2023-03-13,242,80,9500,1,40,80,0.2
Vadodara,2023-03-13,191,42,7800,0,31,42,1.8
Coimbatore,2023-03-13,121,46,8500,0,25,46,3.7
Kochi,2023-03-13,321,66,9200,0,32,66,15.9
Thiruvananthapuram,2023-03-13,83,63,8800,1,31,63,13.0
Visakhapatnam,2023-03-13,190,63,8000,1,38,63,9.2
Vijayawada,2023-03-13,74,88,7600,1,34,88,4.8
Guwahati,2023-03-13,65,85,6000,1,31,85,9.6
Patna,2023-03-13,101,46,8200,0,18,46,8.8
Ranchi,2023-03-13,260,78,5500,1,28,78,5.5
Bhubaneswar,2023-03-13,235,82,7000,1,37,82,4.1
Raipur,2023-03-13,106,65,6200,0,42,65,4.3
Chandigarh,2023-03-13,199,56,9800,0,13,56,3.1
Dehradun,2023-03-13,296,55,7200,1,35,55,6.4
Shimla,2023-03-13,253,36,5000,0,3,36,1.9
Srinagar,2023-03-13,114,44,6500,0,21,44,7.8
Jammu,2023-03-13,117,47,7800,0,35,47,0.9
Goa,2023-03-13,248,65,2500,0,33,65,3.7
Mangalore,2023-03-13,298,78,6800,1,27,78,5.7
Mysore,2023-03-13,337,75,7500,0,29,75,1.9
Pondicherry,2023-03-13,98,69,8000,0,29,69,5.0
Madurai,2023-03-13,123,70,7200,1,33,70,7.0
Mumbai,2023-03-14,335,77,20000,1,30,77,13.2
Delhi,2023-03-14,220,66,15000,0,28,66,0.9
Chennai,2023-03-14,467,70,18000,1,32,70,3.6
Kolkata,2023-03-14,105,67,17000,0,21,67,16.3
Bengaluru,2023-03-14,239,93,19000,1,27,93,14.2
Hyderabad,2023-03-14,171,52,12000,1,36,52,6.4
Ahmedabad,2023-03-14,138,29,10000,0,31,29,2.6
Pune,2023-03-14,176,30,11000,1,39,30,4.2
Jaipur,2023-03-14,111,34,8000,0,24,34,2.3
Lucknow,2023-03-14,205,85,9000,1,22,85,5.2
Nagpur,2023-03-14,52,48,7500,0,23,48,0.2
Indore,2023-03-14,147,42,7000,0,34,42,2.9
Bhopal,2023-03-14,190,70,6500,1,35,70,4.5
Surat,2023-03-14,248,84,9500,0,28,84,1.7
Vadodara,2023-03-14,226,88,7800,1,32,88,2.7
Coimbatore,2023-03-14,208,70,8500,1,33,70,7.7
Kochi,2023-03-14,190,77,9200,1,28,77,13.5
Thiruvananthapuram,2023-03-14,130,79,8800,1,34,79,5.0
Visakhapatnam,2023-03-14,54,66,8000,1,31,66,8.2
Vijayawada,2023-03-14,431,74,7600,1,38,74,4.1
Guwahati,2023-03-14,68,81,6000,1,22,81,7.3
Patna,2023-03-14,52,39,8200,0,41,39,4.2
Ranchi,2023-03-14,145,82,5500,1,19,82,5.4
Bhubaneswar,2023-03-14,234,80,7000,1,34,80,7.9
Raipur,2023-03-14,199,45,6200,1,40,45,5.7
Chandigarh,2023-03-14,205,74,9800,1,28,74,5.8
Dehradun,2023-03-14,197,75,7200,1,32,75,5.7
Shimla,2023-03-14,35,78,5000,1,21,78,8.2
Srinagar,2023-03-14,196,47,6500,0,20,47,1.3
Jammu,2023-03-14,189,70,7800,0,23,70,1.8
Goa,2023-03-14,176,72,2500,0,28,72,15.6
Mangalore,2023-03-14,383,74,6800,1,32,74,9.2
Mysore,2023-03-14,112,56,7500,0,29,56,3.3
Pondicherry,2023-03-14,166,66,8000,0,27,66,12.1
Madurai,2023-03-14,109,57,7200,0,27,57,13.7
Mumbai,2023-03-15,252,68,20000,1,37,68,9.8
Delhi,2023-03-15,299,81,15000,1,41,81,0.5
Chennai,2023-03-15,257,68,18000,1,35,68,7.6
Kolkata,2023-03-15,87,58,17000,1,39,58,17.6
Bengaluru,2023-03-15,208,47,19000,1,30,47,9.8
Hyderabad,2023-03-15,215,81,12000,1,34,81,4.7
Ahmedabad,2023-03-15,124,59,10000,0,37,59,4.1
Pune,2023-03-15,201,82,11000,1,23,82,1.6
Jaipur,2023-03-15,170,38,8000,0,25,38,6.2
Lucknow,2023-03-15,37,45,9000,0,29,45,0.8
Nagpur,2023-03-15,40,28,7500,0,40,28,4.4
Indore,2023-03-15,277,69,7000,0,36,69,3.5
Bhopal,2023-03-15,68,75,6500,0,27,75,2.8
Surat,2023-03-15,256,92,9500,0,21,92,3.9
Vadodara,2023-03-15,145,79,7800,0,29,79,1.8
Coimbatore,2023-03-15,202,48,8500,0,21,48,3.3
Kochi,2023-03-15,206,76,9200,1,30,76,12.5
Thiruvananthapuram,2023-03-15,186,68,8800,0,34,68,2.5
Visakhapatnam,2023-03-15,180,67,8000,1,40,67,7.9
Vijayawada,2023-03-15,120,59,7600,0,32,59,4.9
Guwahati,2023-03-15,220,81,6000,0,19,81,15.8
Patna,2023-03-15,88,77,8200,0,26,77,1.0
Ranchi,2023-03-15,153,55,5500,0,18,55,10.5
Bhubaneswar,2023-03-15,96,67,7000,0,29,67,1.2
Raipur,2023-03-15,249,84,6200,1,33,84,6.1
Chandigarh,2023-03-15,142,61,9800,0,18,61,4.3
Dehradun,2023-03-15,68,67,7200,0,10,67,3.8
Shimla,2023-03-15,168,53,5000,0,5,53,9.4
Srinagar,2023-03-15,147,60,6500,0,4,60,11.0
Jammu,2023-03-15,215,42,7800,0,5,42,3.0
Goa,2023-03-15,287,80,2500,1,35,80,7.6
Mangalore,2023-03-15,60,65,6800,0,30,65,3.1
Mysore,2023-03-15,53,44,7500,0,23,44,10.7
Pondicherry,2023-03-15,268,63,8000,0,28,63,16.0
Madurai,2023-03-15,35,66,7200,0,33,66,4.6
Mumbai,2023-03-16,212,63,20000,0,28,63,3.4
Delhi,2023-03-16,235,54,15000,1,30,54,2.7
Chennai,2023-03-16,263,83,18000,1,35,83,13.3
Kolkata,2023-03-16,54,79,17000,1,28,79,2.3
Bengaluru,2023-03-16,148,53,19000,1,37,53,14.4
Hyderabad,2023-03-16,335,78,12000,1,31,78,7.4
Ahmedabad,2023-03-16,181,33,10000,0,40,33,4.3
Pune,2023-03-16,228,80,11000,1,21,80,0.7
Jaipur,2023-03-16,90,21,8000,0,41,21,2.1
Lucknow,2023-03-16,89,63,9000,0,43,63,1.8
Nagpur,2023-03-16,75,46,7500,0,34,46,2.5
Indore,2023-03-16,156,54,7000,0,32,54,3.9
Bhopal,2023-03-16,84,59,6500,1,37,59,5.5
Surat,2023-03-16,95,79,9500,1,39,79,1.5
Vadodara,2023-03-16,262,83,7800,1,38,83,5.3
Coimbatore,2023-03-16,436,79,8500,1,32,79,9.5
Kochi,2023-03-16,94,67,9200,1,35,67,7.7
Thiruvananthapuram,2023-03-16,439,75,8800,1,30,75,18.4
Visakhapatnam,2023-03-16,133,65,8000,0,40,65,4.2
Vijayawada,2023-03-16,47,85,7600,1,43,85,6.1
Guwahati,2023-03-16,151,63,6000,0,22,63,6.7
Patna,2023-03-16,80,67,8200,0,17,67,6.4
Ranchi,2023-03-16,52,39,5500,0,17,39,4.6
Bhubaneswar,2023-03-16,105,79,7000,1,20,79,9.6
Raipur,2023-03-16,127,48,6200,0,42,48,4.7
Chandigarh,2023-03-16,261,35,9800,0,41,35,4.9
Dehradun,2023-03-16,138,84,7200,1,34,84,6.4
Shimla,2023-03-16,248,63,5000,0,25,63,2.2
Srinagar,2023-03-16,132,60,6500,0,21,60,3.4
Jammu,2023-03-16,96,44,7800,1,31,44,6.4
Goa,2023-03-16,77,75,2500,1,36,75,0.1
Mangalore,2023-03-16,479,84,6800,1,30,84,15.4
Mysore,2023-03-16,307,78,7500,1,35,78,8.5
Pondicherry,2023-03-16,105,66,8000,0,33,66,2.6
Madurai,2023-03-16,100,55,7200,1,30,55,11.2
Mumbai,2023-03-17,318,84,20000,1,34,84,7.4
Delhi,2023-03-17,254,63,15000,0,20,63,3.3
Chennai,2023-03-17,161,77,18000,1,30,77,17.2
Kolkata,2023-03-17,145,79,17000,1,24,79,24.5
Bengaluru,2023-03-17,167,70,19000,1,33,70,11.3
Hyderabad,2023-03-17,177,40,12000,1,30,40,1.4
Ahmedabad,2023-03-17,134,92,10000,0,26,92,1.0
Pune,2023-03-17,220,91,11000,1,32,91,4.9
Jaipur,2023-03-17,48,26,8000,0,19,26,3.7
Lucknow,2023-03-17,243,69,9000,0,40,69,2.9
Nagpur,2023-03-17,127,84,7500,1,45,84,4.2
Indore,2023-03-17,228,59,7000,0,34,59,2.1
Bhopal,2023-03-17,89,29,6500,0,25,29,6.5
Surat,2023-03-17,313,56,9500,0,42,56,4.5
Vadodara,2023-03-17,184,55,7800,0,23,55,5.1
Coimbatore,2023-03-17,108,75,8500,1,36,75,14.4
Kochi,2023-03-17,136,79,9200,1,30,79,0.8
Thiruvananthapuram,2023-03-17,47,58,8800,0,26,58,6.4
Visakhapatnam,2023-03-17,161,82,8000,1,35,82,9.2
Vijayawada,2023-03-17,32,65,7600,0,39,65,2.5
Guwahati,2023-03-17,273,70,6000,0,27,70,0.2
Patna,2023-03-17,76,49,8200,0,24,49,8.4
Ranchi,2023-03-17,234,80,5500,1,37,80,2.6
Bhubaneswar,2023-03-17,324,83,7000,1,38,83,11.2
Raipur,2023-03-17,380,81,6200,1,45,81,4.9
Chandigarh,2023-03-17,294,52,9800,0,34,52,1.7
Dehradun,2023-03-17,50,48,7200,0,7,48,3.7
Shimla,2023-03-17,109,71,5000,1,9,71,6.1
Srinagar,2023-03-17,88,52,6500,0,28,52,13.5
Jammu,2023-03-17,269,76,7800,1,11,76,5.3
Goa,2023-03-17,50,90,2500,1,36,90,11.7
Mangalore,2023-03-17,260,66,6800,0,24,66,5.9
Mysore,2023-03-17,288,70,7500,1,24,70,12.4
Pondicherry,2023-03-17,124,59,8000,1,31,59,9.9
Madurai,2023-03-17,185,68,7200,1,41,68,6.6
Mumbai,2023-03-18,207,90,20000,1,37,90,3.7
Delhi,2023-03-18,189,43,15000,1,38,43,2.2
Chennai,2023-03-18,246,75,18000,1,30,75,20.7
Kolkata,2023-03-18,322,68,17000,0,25,68,17.3
Bengaluru,2023-03-18,217,74,19000,1,25,74,1.7
Hyderabad,2023-03-18,246,44,12000,1,39,44,0.4
Ahmedabad,2023-03-18,228,55,10000,0,37,55,2.9
Pune,2023-03-18,235,71,11000,1,22,71,5.0
Jaipur,2023-03-18,185,21,8000,0,19,21,0.9
Lucknow,2023-03-18,145,34,9000,0,31,34,4.9
Nagpur,2023-03-18,117,68,7500,0,40,68,4.6
Indore,2023-03-18,219,84,7000,0,26,84,2.3
Bhopal,2023-03-18,280,90,6500,1,35,90,5.5
Surat,2023-03-18,64,45,9500,0,37,45,4.9
Vadodara,2023-03-18,65,48,7800,0,41,48,5.0
Coimbatore,2023-03-18,158,77,8500,0,24,77,2.6
Kochi,2023-03-18,240,55,9200,0,27,55,18.0
Thiruvananthapuram,2023-03-18,57,68,8800,0,29,68,8.8
Visakhapatnam,2023-03-18,195,69,8000,0,41,69,4.8
Vijayawada,2023-03-18,251,73,7600,1,32,73,1.6
Guwahati,2023-03-18,49,60,6000,0,28,60,11.5
Patna,2023-03-18,163,84,8200,1,38,84,2.2
Ranchi,2023-03-18,84,47,5500,0,24,47,8.9
Bhubaneswar,2023-03-18,72,60,7000,1,38,60,9.6
Raipur,2023-03-18,145,34,6200,0,33,34,4.9
Chandigarh,2023-03-18,258,45,9800,0,12,45,4.3
Dehradun,2023-03-18,196,73,7200,0,20,73,4.7
Shimla,2023-03-18,237,76,5000,0,18,76,2.4
Srinagar,2023-03-18,295,71,6500,0,14,71,5.0
Jammu,2023-03-18,175,57,7800,1,31,57,7.0
Goa,2023-03-18,167,71,2500,1,33,71,16.7
Mangalore,2023-03-18,132,79,6800,1,29,79,5.9
Mysore,2023-03-18,374,76,7500,1,33,76,12.6
Pondicherry,2023-03-18,91,74,8000,1,26,74,8.8
Madurai,2023-03-18,125,60,7200,0,31,60,4.6
Mumbai,2023-03-19,381,71,20000,1,33,71,14.8
Delhi,2023-03-19,105,69,15000,0,28,69,4.2
Chennai,2023-03-19,83,78,18000,1,34,78,6.7
Kolkata,2023-03-19,84,72,17000,1,37,72,18.3
Bengaluru,2023-03-19,86,80,19000,1,35,80,7.2
Hyderabad,2023-03-19,110,45,12000,1,37,45,7.0
Ahmedabad,2023-03-19,78,69,10000,0,24,69,2.7
Pune,2023-03-19,155,75,11000,1,40,75,8.9
Jaipur,2023-03-19,294,70,8000,1,30,70,5.1
Lucknow,2023-03-19,110,71,9000,0,22,71,1.2
Nagpur,2023-03-19,93,76,7500,1,44,76,3.9
Indore,2023-03-19,321,62,7000,0,40,62,3.6
Bhopal,2023-03-19,121,70,6500,0,22,70,1.7
Surat,2023-03-19,261,73,9500,1,36,73,3.5
Vadodara,2023-03-19,54,69,7800,0,39,69,3.1
Coimbatore,2023-03-19,193,72,8500,0,27,72,15.7
Kochi,2023-03-19,67,59,9200,1,33,59,14.1
Thiruvananthapuram,2023-03-19,234,67,8800,0,34,67,4.4
Visakhapatnam,2023-03-19,113,63,8000,1,40,63,8.1
Vijayawada,2023-03-19,122,49,7600,0,28,49,5.4
Guwahati,2023-03-19,190,83,6000,1,22,83,13.7
Patna,2023-03-19,126,45,8200,0,36,45,1.6
Ranchi,2023-03-19,200,44,5500,0,17,44,6.5
Bhubaneswar,2023-03-19,93,52,7000,1,35,52,11.7
Raipur,2023-03-19,266,91,6200,0,26,91,4.5
Chandigarh,2023-03-19,190,84,9800,1,32,84,1.7
Dehradun,2023-03-19,205,61,7200,0,21,61,2.2
Shimla,2023-03-19,32,50,5000,0,30,50,4.3
Srinagar,2023-03-19,69,87,6500,1,9,87,7.3
Jammu,2023-03-19,74,40,7800,0,21,40,3.8
Goa,2023-03-19,146,69,2500,1,34,69,7.8
Mangalore,2023-03-19,215,76,6800,0,26,76,5.0
Mysore,2023-03-19,70,75,7500,1,21,75,12.5
Pondicherry,2023-03-19,65,83,8000,0,29,83,4.2
Madurai,2023-03-19,294,83,7200,1,28,83,12.8
Mumbai,2023-03-20,69,67,20000,0,29,67,0.9
Delhi,2023-03-20,91,54,15000,1,37,54,2.7
Chennai,2023-03-20,174,64,18000,1,30,64,9.0
Kolkata,2023-03-20,220,85,17000,1,30,85,18.2
Bengaluru,2023-03-20,285,68,19000,1,21,68,9.9
Hyderabad,2023-03-20,114,41,12000,1,36,41,9.0
Ahmedabad,2023-03-20,53,35,10000,0,28,35,1.6
Pune,2023-03-20,118,86,11000,1,31,86,3.3
Jaipur,2023-03-20,238,40,8000,0,39,40,2.6
Lucknow,2023-03-20,314,81,9000,1,45,81,5.3
Nagpur,2023-03-20,329,62,7500,0,37,62,2.1
Indore,2023-03-20,215,78,7000,1,30,78,5.6
Bhopal,2023-03-20,152,53,6500,0,25,53,5.9
Surat,2023-03-20,286,72,9500,1,23,72,6.2
Vadodara,2023-03-20,208,56,7800,0,41,56,0.6
Coimbatore,2023-03-20,134,60,8500,0,21,60,8.0
Kochi,2023-03-20,73,86,9200,1,31,86,19.7
Thiruvananthapuram,2023-03-20,192,62,8800,0,30,62,16.7
Visakhapatnam,2023-03-20,143,83,8000,1,36,83,0
Vijayawada,2023-03-20,166,41,7600,1,36,41,5.1
Guwahati,2023-03-20,37,69,6000,0,26,69,3.7
Patna,2023-03-20,105,75,8200,1,31,75,2.2
Ranchi,2023-03-20,75,59,5500,0,20,59,8.2
Bhubaneswar,2023-03-20,149,73,7000,1,41,73,7.3
Raipur,2023-03-20,228,67,6200,0,22,67,4.2
Chandigarh,2023-03-20,139,67,9800,0,23,67,6.5
Dehradun,2023-03-20,137,43,7200,0,31,43,3.0
Shimla,2023-03-20,140,71,5000,0,29,71,2.2
Srinagar,2023-03-20,116,54,6500,0,16,54,9.4
Jammu,2023-03-20,167,50,7800,1,36,50,6.3
Goa,2023-03-20,189,76,2500,1,26,76,7.9
Mangalore,2023-03-20,423,80,6800,1,30,80,1.5
Mysore,2023-03-20,86,70,7500,1,35,70,4.4
Pondicherry,2023-03-20,156,62,8000,0,27,62,15.3
Madurai,2023-03-20,192,79,7200,1,32,79,5.6
Mumbai,2023-03-21,303,85,20000,1,34,85,7.8
Delhi,2023-03-21,135,64,15000,0,25,64,3.8
Chennai,2023-03-21,132,58,18000,1,38,58,7.1
Kolkata,2023-03-21,209,67,17000,1,30,67,4.0
Bengaluru,2023-03-21,131,46,19000,1,23,46,6.1
Hyderabad,2023-03-21,238,43,12000,1,34,43,1.2
Ahmedabad,2023-03-21,47,73,10000,1,40,73,3.9
Pune,2023-03-21,99,57,11000,0,27,57,4.6
Jaipur,2023-03-21,109,52,8000,0,40,52,3.1
Lucknow,2023-03-21,198,48,9000,0,37,48,3.6
Nagpur,2023-03-21,187,49,7500,1,37,49,5.3
Indore,2023-03-21,103,36,7000,0,32,36,3.1
Bhopal,2023-03-21,186,70,6500,0,17,70,1.1
Surat,2023-03-21,116,43,9500,0,22,43,3.0
Vadodara,2023-03-21,36,48,7800,0,27,48,3.6
Coimbatore,2023-03-21,114,57,8500,0,27,57,14.4
Kochi,2023-03-21,264,81,9200,1,34,81,18.8
Thiruvananthapuram,2023-03-21,358,78,8800,1,32,78,15.2
Visakhapatnam,2023-03-21,96,87,8000,1,36,87,5.6
Vijayawada,2023-03-21,217,68,7600,1,33,68,6.2
Guwahati,2023-03-21,290,88,6000,1,31,88,2.1
Patna,2023-03-21,123,46,8200,1,36,46,6.5
Ranchi,2023-03-21,186,44,5500,1,36,44,7.4
Bhubaneswar,2023-03-21,200,46,7000,1,33,46,10.9
Raipur,2023-03-21,249,82,6200,0,25,82,0.9
Chandigarh,2023-03-21,227,39,9800,0,23,39,2.6
Dehradun,2023-03-21,192,83,7200,0,13,83,2.7
Shimla,2023-03-21,116,44,5000,0,22,44,1.9
Srinagar,2023-03-21,92,40,6500,0,19,40,8.9
Jammu,2023-03-21,238,47,7800,0,22,47,5.7
Goa,2023-03-21,167,78,2500,1,30,78,13.1
Mangalore,2023-03-21,192,72,6800,1,30,72,15.7
Mysore,2023-03-21,43,60,7500,0,22,60,11.1
Pondicherry,2023-03-21,333,75,8000,1,33,75,5.0
Madurai,2023-03-21,80,68,7200,1,31,68,9.7
Mumbai,2023-03-22,120,61,20000,1,34,61,7.8
Delhi,2023-03-22,77,68,15000,1,45,68,3.5
Chennai,2023-03-22,351,85,18000,1,33,85,9.9
Kolkata,2023-03-22,162,67,17000,1,32,67,21.7
Bengaluru,2023-03-22,290,71,19000,1,23,71,9.9
Hyderabad,2023-03-22,135,38,12000,1,22,38,6.2
Ahmedabad,2023-03-22,76,42,10000,1,36,42,5.3
Pune,2023-03-22,116,58,11000,1,30,58,9.5
Jaipur,2023-03-22,161,36,8000,0,23,36,1.3
Lucknow,2023-03-22,126,50,9000,1,44,50,6.1
Nagpur,2023-03-22,162,88,7500,1,41,88,1.4
Indore,2023-03-22,125,81,7000,1,34,81,5.1
Bhopal,2023-03-22,145,59,6500,0,33,59,1.7
Surat,2023-03-22,135,55,9500,0,24,55,2.7
Vadodara,2023-03-22,92,70,7800,1,34,70,5.3
Coimbatore,2023-03-22,102,62,8500,1,33,62,7.6
Kochi,2023-03-22,53,75,9200,1,30,75,13.3
Thiruvananthapuram,2023-03-22,140,71,8800,1,33,71,19.7
Visakhapatnam,2023-03-22,394,83,8000,1,33,83,2.4
Vijayawada,2023-03-22,94,58,7600,1,42,58,6.6
Guwahati,2023-03-22,111,85,6000,1,33,85,12.9
Patna,2023-03-22,116,43,8200,0,22,43,4.5
Ranchi,2023-03-22,37,66,5500,0,26,66,6.3
Bhubaneswar,2023-03-22,186,81,7000,1,39,81,8.2
Raipur,2023-03-22,71,81,6200,1,30,81,7.3
Chandigarh,2023-03-22,255,71,9800,0,21,71,1.6
Dehradun,2023-03-22,67,56,7200,0,24,56,3.0
Shimla,2023-03-22,239,91,5000,1,12,91,7.8
Srinagar,2023-03-22,89,76,6500,1,18,76,9.0
Jammu,2023-03-22,196,70,7800,1,35,70,6.4
Goa,2023-03-22,85,78,2500,1,25,78,9.6
Mangalore,2023-03-22,75,63,6800,0,34,63,18.5
Mysore,2023-03-22,100,78,7500,1,23,78,7.8
Pondicherry,2023-03-22,273,75,8000,1,31,75,16.2
Madurai,2023-03-22,148,65,7200,1,37,65,5.1
Mumbai,2023-03-23,125,90,20000,1,33,90,1.9
Delhi,2023-03-23,349,72,15000,1,43,72,3.0
Chennai,2023-03-23,308,59,18000,1,30,59,13.5
Kolkata,2023-03-23,67,89,17000,1,28,89,18.9
Bengaluru,2023-03-23,53,65,19000,1,29,65,12.8
Hyderabad,2023-03-23,302,54,12000,1,36,54,6.5
Ahmedabad,2023-03-23,284,73,10000,1,30,73,5.5
Pune,2023-03-23,313,36,11000,1,41,36,5.5
Jaipur,2023-03-23,51,38,8000,0,28,38,4.7
Lucknow,2023-03-23,77,85,9000,0,27,85,2.0
Nagpur,2023-03-23,124,49,7500,0,26,49,3.1
Indore,2023-03-23,175,84,7000,1,22,84,5.1
Bhopal,2023-03-23,284,81,6500,0,24,81,3.6
Surat,2023-03-23,440,70,9500,1,30,70,3.9
Vadodara,2023-03-23,326,52,7800,0,38,52,2.0
Coimbatore,2023-03-23,118,71,8500,0,25,71,1.8
Kochi,2023-03-23,279,67,9200,1,30,67,14.1
Thiruvananthapuram,2023-03-23,89,88,8800,0,26,88,0.5
Visakhapatnam,2023-03-23,371,84,8000,1,31,84,1.4
Vijayawada,2023-03-23,120,86,7600,1,40,86,1.2
Guwahati,2023-03-23,38,67,6000,0,29,67,5.5
Patna,2023-03-23,101,89,8200,0,22,89,3.6
Ranchi,2023-03-23,146,53,5500,0,35,53,1.1
Bhubaneswar,2023-03-23,108,73,7000,0,23,73,2.0
Raipur,2023-03-23,305,83,6200,1,37,83,0.6
Chandigarh,2023-03-23,357,74,9800,1,40,74,5.7
Dehradun,2023-03-23,163,67,7200,0,22,67,1.9
